CUSTNO,1_2증감폭 대비2_3변동폭,2_3증감폭 대비3_4변동폭,3_4증감폭 대비4_5변동폭,4_5증감폭 대비5_6변동폭,5_6증감폭 대비6_7변동폭,6_7증감폭 대비7_8변동폭,의류_이미용_중가_clust_id
9651,1,0,-1,-1,3,-3,3
9652,0,0,4,-3,3,-3,2
9653,-3,-1,4,0,0,-1,2
9654,-1,3,-3,1,2,-3,0
9655,0,-3,2,-2,3,-3,2
9656,2,-2,3,-2,0,2,5
9657,-1,1,-3,3,-3,3,4
9658,2,0,0,0,-2,3,1
9659,0,-2,0,3,-3,3,1
9660,2,-2,2,-1,-2,0,5
9661,2,0,-1,-1,3,-2,3
9662,0,0,0,0,4,-3,3
9663,0,0,-2,-1,2,-2,3
9664,-1,0,0,4,-3,-1,1
9665,1,-1,-1,2,-2,-1,1
9666,2,-3,1,-1,3,-3,5
9667,3,0,0,-3,1,0,5
9668,-1,1,1,-3,2,1,2
9669,-3,3,-3,0,-1,4,4
9670,2,1,0,-3,0,1,5
9671,0,1,-2,0,-1,4,3
9672,0,0,0,2,-1,-1,1
9673,0,4,-3,-1,4,-3,0
9675,3,-1,0,-1,0,0,5
9676,-2,-1,3,-3,3,-3,2
9677,0,4,-3,1,2,-3,0
9678,3,-3,-1,0,0,0,5
9679,2,-3,3,-3,-1,0,5
9680,1,-1,0,1,0,-1,3
9681,-1,3,0,-3,3,-2,0
9682,0,-1,4,-3,-1,0,2
9683,2,-2,0,3,-3,3,1
9684,-1,4,-3,-1,0,4,0
9685,4,-3,0,3,-1,1,1
9686,0,-2,3,-1,-2,3,2
9687,-3,2,1,-2,0,0,0
9688,-1,-1,2,1,-2,0,3
9689,-1,2,-3,0,3,0,0
9690,0,-3,3,-1,0,-2,2
9691,3,0,-3,3,-1,0,1
9692,2,-1,0,-2,2,1,5
9693,-2,-1,-1,0,0,0,3
9694,-3,3,-2,2,-3,3,4
9695,-1,0,0,1,-1,-1,3
9696,-2,0,3,-3,3,-3,2
9697,-3,2,-2,3,0,-3,4
9698,-3,3,-3,0,-1,4,4
9699,4,-3,-1,4,-3,3,1
9700,-3,0,3,0,-2,-1,2
9701,-2,2,-1,1,-1,-1,4
9702,-3,-1,0,4,0,-3,1
9703,3,-2,0,0,0,2,5
9704,-1,-2,3,-2,2,-3,2
9705,0,-3,3,-2,-1,3,2
9706,1,-1,1,-1,0,0,3
9707,4,-3,3,-3,3,-1,5
9708,-3,2,-2,3,-1,1,4
9709,-2,3,-2,0,1,-1,0
9710,-2,0,-1,0,4,-3,3
9711,-2,-1,3,-3,-1,0,2
9712,0,4,-3,3,-2,-1,4
9713,4,-3,-1,4,-3,3,1
9714,-3,3,-2,-1,-1,4,0
9715,1,-2,3,-2,0,2,2
9716,-1,-1,3,-1,-1,1,2
9717,1,-3,3,-2,0,0,2
9718,-1,-2,-1,0,0,0,3
9719,3,-3,0,3,-1,-2,1
9720,-3,3,-3,-1,0,0,0
9721,2,-2,0,1,0,-1,5
9722,3,0,-2,0,1,0,5
9723,0,0,0,0,0,0,3
9724,0,0,0,4,-3,-1,1
9725,0,0,0,0,0,0,3
9726,-1,-2,3,-1,-2,3,2
9727,1,-2,1,2,-3,2,1
9728,-2,0,2,-3,3,-3,2
9729,2,-2,-1,4,-2,1,1
9730,0,0,-1,2,-1,-1,1
9731,-3,0,3,0,-2,0,2
9732,-3,-1,0,0,4,-3,3
9733,1,-2,3,-3,-1,4,2
9734,3,0,-3,-1,4,-2,5
9736,-1,-2,3,-2,0,-1,2
9737,-2,-1,-1,0,0,0,3
9738,-1,-1,4,-3,3,-1,2
9739,0,0,0,4,-3,3,1
9740,0,1,0,0,-2,2,3
9741,2,-3,3,-1,0,-1,5
9742,0,4,-3,-1,0,0,0
9743,-1,1,-3,0,3,-3,0
9744,1,-1,0,3,-3,3,1
9745,0,-2,-1,-1,0,4,3
9746,3,-3,2,0,-1,2,5
9747,3,-3,-1,4,-3,3,1
9748,-3,3,0,-2,-1,3,0
9749,-1,-2,0,2,-2,3,1
9750,2,-2,3,-3,0,0,5
9751,3,-3,3,-3,2,1,5
9752,0,4,-3,-1,0,0,0
9753,-2,2,-1,1,0,-1,4
9754,1,1,-1,1,-2,0,1
9755,-2,3,0,0,-3,3,4
9756,-1,-2,1,-1,3,-2,3
9757,0,2,-3,0,3,-3,0
9758,-3,2,1,-2,0,1,0
9759,0,0,0,0,0,0,3
9760,0,-1,0,0,0,4,3
9761,-1,2,0,0,-2,3,4
9762,1,0,-1,1,0,0,3
9764,3,-2,2,-2,0,1,5
9767,0,1,-2,3,-1,-1,4
9768,0,2,-3,3,0,0,4
9770,1,0,-2,3,0,-3,1
9771,0,0,4,-3,3,-3,2
9772,0,-1,-2,3,-3,3,1
9773,0,3,0,0,-1,-1,0
9774,4,-2,2,-3,0,-1,5
9775,-3,3,-3,0,3,-1,0
9776,-3,-1,0,0,4,-3,3
9777,3,-3,3,-1,0,-2,5
9778,1,-3,3,-1,0,-1,5
9779,-3,3,-3,3,-1,-2,4
9781,4,-3,-1,0,0,0,5
9782,0,-2,3,-3,3,0,2
9783,3,-3,3,-3,3,-3,5
9784,-1,0,1,0,-1,1,3
9785,0,-3,2,0,-1,0,2
9786,1,1,-3,3,-1,-1,4
9787,-1,-1,-1,3,-3,3,1
9788,0,3,-2,0,-1,3,0
9789,0,0,-1,0,0,0,3
9790,-2,1,1,-3,3,-3,2
9791,0,1,-1,0,-1,3,3
9792,0,3,-3,3,-3,3,4
9793,0,1,-2,1,0,-1,3
9794,-1,-1,2,1,-3,3,1
9795,2,-2,1,0,-2,3,5
9796,0,0,0,0,4,-3,3
9797,-1,0,-2,2,-2,3,4
9798,-2,3,-2,2,-2,2,4
9799,0,-1,0,0,0,4,3
9800,-2,0,-1,4,-3,-1,4
9801,2,-2,0,1,-2,3,1
9802,-2,0,1,-1,1,0,3
9803,-2,3,-1,-2,3,-2,0
9804,0,-1,-2,3,-2,1,1
9805,-2,1,-1,1,-1,0,4
9806,-2,2,-1,-1,2,-2,0
9807,3,-3,3,-2,0,-1,5
9808,-3,0,3,-3,3,0,2
9809,-1,0,0,2,-1,-2,3
9810,-1,0,3,0,-3,0,2
9811,3,-3,-1,0,0,4,5
9812,-1,0,3,0,-2,0,2
9814,-1,3,-2,-1,-1,0,0
9815,0,-2,3,-2,1,-2,2
9816,-1,0,0,4,-3,-1,1
9817,0,-1,-2,0,1,2,3
9818,-3,3,-2,2,-3,1,4
9819,0,-1,1,2,-1,0,1
9820,4,-3,-1,4,-3,3,1
9821,0,-1,0,4,-1,-1,1
9822,-1,0,0,0,0,0,3
9823,-1,2,1,-3,3,-2,0
9824,0,-1,3,-3,1,2,2
9825,-3,2,-1,2,-3,0,4
9826,4,-3,3,-3,-1,0,5
9827,-3,-1,0,4,-3,-1,1
9828,0,-2,3,-2,1,1,2
9829,0,-1,1,-2,3,-3,3
9830,-1,4,-3,-1,0,0,0
9831,3,-3,3,0,-3,3,5
9832,-3,3,-1,-1,0,1,0
9833,1,-2,3,-3,0,3,2
9834,0,2,1,-2,0,-1,3
9835,3,-3,0,-1,4,-3,5
9836,4,-2,-1,3,-3,-1,1
9837,4,-3,0,3,-2,-1,1
9838,1,1,-1,-1,-1,0,3
9839,-2,3,-2,0,-1,3,0
9840,4,-3,-1,0,4,-3,5
9841,1,-2,2,-2,-1,3,2
9842,2,-1,0,0,1,-1,5
9843,-1,-1,1,0,-1,0,3
9844,-3,3,-3,0,0,2,0
9845,0,3,-2,2,-3,0,4
9846,-1,-1,1,-1,1,-1,3
9848,0,-2,0,-1,0,0,3
9849,0,0,0,0,4,-3,3
9850,-3,-1,0,0,4,0,3
9851,0,0,0,4,-3,-1,1
9852,2,-2,3,-3,3,0,5
9853,-3,3,-3,3,-2,-1,4
9854,-2,3,-1,-1,0,2,0
9855,0,-1,-2,0,3,-1,3
9856,-1,4,0,-3,-1,4,0
9857,3,-2,2,-3,3,-3,5
9858,3,-3,2,-1,2,-3,5
9859,2,-3,3,0,0,-3,5
9860,-1,1,-1,-2,2,1,0
9861,3,-3,-1,0,4,-2,5
9862,3,-3,2,0,1,-3,5
9863,-2,-1,3,-3,3,-1,2
9864,-1,1,-1,0,1,0,3
9865,4,-3,-1,4,-3,1,1
9866,2,-2,-1,0,3,-3,5
9867,-1,-2,2,0,0,-2,2
9868,-2,-1,3,-2,-1,3,2
9869,-3,0,3,-3,2,-2,2
9870,4,-3,0,3,0,-3,1
9871,1,0,2,-1,-1,0,2
9872,0,0,4,-3,3,0,2
9873,3,-3,3,-3,-1,4,5
9874,-1,3,-1,-2,2,1,0
9875,3,-3,2,-1,0,-1,5
9876,-3,-1,4,-2,1,-2,2
9877,-1,-1,-1,3,-3,1,1
9879,-1,0,0,4,0,-3,1
9880,-2,-1,2,1,-1,-1,3
9881,3,-1,-1,0,-1,0,5
9882,0,4,-3,-1,4,-3,0
9883,1,0,-3,3,-3,3,1
9884,-2,3,-1,0,-1,-1,0
9885,2,-1,2,-3,2,-1,5
9886,-1,1,-2,1,1,1,3
9887,2,-2,3,0,-3,-1,5
9889,3,-3,0,3,-3,3,1
9890,-3,2,-2,3,-1,-1,4
9891,-2,3,-1,-1,-1,3,0
9892,2,-2,3,-2,0,2,5
9893,0,-2,1,1,-2,0,1
9894,0,0,0,0,0,0,3
9895,-2,1,-1,2,-3,2,4
9896,3,-2,-1,0,3,-1,5
9897,1,2,-3,3,-3,3,4
9898,-3,2,-1,-1,3,-3,0
9899,-1,2,-2,-1,3,0,0
9900,0,-1,0,4,-3,-1,1
9901,0,-3,0,3,-2,-1,1
9902,3,-1,-2,3,-2,1,1
9903,-1,3,0,-1,-1,2,0
9904,0,2,-3,3,-2,1,4
9905,0,0,0,0,0,0,3
9906,3,-1,-2,3,0,-3,1
9907,0,3,-3,3,-3,-1,4
9908,-1,2,-2,2,0,0,4
9909,1,-3,0,3,-1,-1,1
9910,0,0,0,0,0,0,3
9911,0,3,0,-3,-1,0,0
9912,-3,-1,0,0,4,-3,3
9913,0,0,0,0,0,0,3
9914,1,-2,0,3,-3,3,1
9915,3,-1,-2,3,-3,3,1
9916,-1,1,0,-1,0,3,3
9917,-3,0,-1,0,0,0,3
9918,3,-2,2,-1,-2,3,5
9919,-1,-2,3,0,-3,3,2
9920,4,-2,-1,-1,0,0,5
9921,-2,3,-2,-1,1,2,0
9922,-2,0,3,-3,2,1,2
9923,-1,0,0,1,0,0,3
9924,0,0,0,0,0,0,3
9925,4,-3,1,2,-3,3,1
9926,-2,0,1,1,-3,0,1
9927,-3,1,-1,1,1,1,3
9928,0,4,-3,3,-2,1,4
9929,-3,3,-3,-1,0,0,0
9930,-2,0,1,0,-2,2,3
9931,3,-2,-1,3,-3,1,1
9932,0,0,0,0,0,4,3
9933,-3,3,-3,-1,0,0,0
9934,3,-3,3,0,-2,1,5
9935,0,4,-3,3,-3,3,4
9936,0,0,0,0,0,0,3
9937,-2,0,3,-3,0,3,2
9938,-1,-2,3,-2,1,-1,2
9939,-1,-1,0,3,-3,3,1
9940,-3,0,3,0,-2,-1,2
9941,-1,0,-1,0,0,-1,3
9942,0,4,-3,-1,0,0,0
9943,-1,4,-2,-1,-1,0,0
9944,4,-3,-1,4,-3,-1,1
9945,-2,-1,0,-1,4,-3,3
9946,-2,1,2,-2,1,-1,2
9947,-2,-1,3,-2,-1,3,2
9948,0,-3,-1,0,0,0,3
9949,-3,-1,0,0,0,0,3
9950,0,0,0,0,0,0,3
9951,4,-3,0,3,-2,2,1
9952,3,-2,-1,-1,0,0,5
9953,0,-3,2,1,-3,2,1
9954,0,-2,-1,3,-3,3,1
9955,0,0,4,-3,-1,0,2
9956,-3,2,-2,-1,0,0,0
9957,-3,-1,0,0,0,0,3
9958,-1,0,0,0,0,0,3
9959,2,0,-2,3,-3,0,1
9960,-1,0,0,0,4,-3,3
9961,0,0,0,0,0,0,3
9962,0,0,0,0,0,0,3
9963,-3,1,1,1,-2,-1,4
9964,-3,-1,0,4,-3,-1,1
9965,0,0,0,0,0,0,3
9966,0,0,4,-3,-1,0,2
9967,0,0,0,0,0,0,3
9968,-1,0,0,4,0,-3,1
9969,1,-2,2,0,-2,2,5
9970,4,0,-3,3,-2,0,1
9971,3,-3,3,-1,0,-2,5
9973,3,-3,2,0,1,-2,5
9974,4,-3,-1,0,4,-3,5
9975,0,4,0,-3,-1,0,0
9976,-1,4,-3,-1,0,4,0
9977,1,0,2,-3,3,-3,2
9978,-3,-1,0,0,4,0,3
9980,0,0,0,0,0,0,3
9981,0,0,0,0,0,4,3
9982,0,0,0,0,0,0,3
9983,-1,0,0,0,0,0,3
9984,0,-1,0,-2,-1,4,3
9985,4,-3,-1,0,0,4,5
9986,3,-3,2,1,-1,-1,5
9987,3,-3,-1,0,0,0,5
9988,-1,4,-3,-1,0,0,0
9989,-1,0,-2,-1,0,4,3
9990,-1,0,4,-3,-1,0,2
9991,0,-1,0,0,4,-3,3
9992,0,4,-3,-1,0,0,0
9993,0,0,0,0,0,0,3
9994,0,0,0,0,0,0,3
9995,0,0,0,0,0,0,3
9996,1,-3,-1,4,-3,-1,1
9997,0,4,0,0,-2,0,4
9998,0,0,0,0,0,0,3
9999,-2,3,-3,0,3,-2,0
10000,-1,0,0,4,-3,0,1
10002,-3,3,-2,-1,-1,4,0
10003,0,0,0,0,0,0,3
10004,-3,-1,0,4,-3,-1,1
10005,0,0,0,4,-3,-1,1
10006,-1,3,-3,3,-3,-1,4
10007,3,-2,1,0,0,-2,5
10008,3,-3,3,-3,3,-3,5
10009,-3,3,-2,2,-3,0,4
10010,1,-1,-1,3,-3,3,1
10011,3,-3,-1,0,0,0,5
10012,4,0,-3,-1,0,0,5
10013,0,0,0,0,0,0,3
10014,1,0,0,-2,0,0,3
10015,0,0,1,-2,2,-1,3
10016,-2,0,3,-3,2,-1,2
10017,4,-3,-1,0,0,0,5
10018,0,0,0,0,0,0,3
10019,-3,-1,0,0,0,0,3
10020,-1,0,0,4,-3,-1,1
10021,3,-2,0,-1,3,-3,5
10022,-1,0,0,4,-3,3,1
10023,4,-3,0,3,-3,-1,1
10024,2,-2,3,-3,0,3,5
10025,-3,0,2,0,-2,1,2
10026,0,4,0,-3,-1,0,0
10027,3,-3,-1,0,4,-3,5
10028,-1,-2,-1,0,0,0,3
10029,4,-3,-1,0,4,-3,5
10030,0,0,0,0,0,0,3
10031,-3,3,-3,3,0,-3,4
10032,4,-3,-1,0,0,0,5
10033,-3,3,-3,3,-3,3,4
10034,0,0,0,0,0,0,3
10035,0,0,0,0,0,4,3
10036,3,0,-3,3,-2,2,1
10037,-1,0,4,-3,3,-3,2
10038,0,-3,3,-3,2,-1,2
10039,0,0,0,0,0,0,3
10040,0,0,0,4,-3,-1,1
10041,-3,0,-1,0,0,0,3
10042,0,0,0,0,0,0,3
10043,0,0,0,0,0,0,3
10044,0,0,0,0,4,-3,3
10045,0,-1,-2,-1,4,-3,3
10046,0,0,4,-3,-1,0,2
10047,-2,3,-1,0,0,-1,0
10048,-2,0,2,-1,-1,-1,2
10049,-1,-1,2,0,-1,0,2
10050,-3,-1,0,0,0,0,3
10051,-1,1,1,-2,1,-2,3
10052,-2,3,-3,0,3,-1,0
10053,4,-3,-1,4,-3,-1,1
10054,3,-1,0,-2,-1,4,5
10055,-3,-1,0,0,4,-3,3
10056,-3,-1,4,-3,0,-1,2
10057,4,-2,-1,-1,0,0,5
10058,-1,1,-3,3,-3,0,4
10059,-1,2,-3,3,-3,0,4
10060,-1,4,-3,0,3,-3,0
10061,0,0,0,0,4,-3,3
10062,0,-1,0,0,0,0,3
10063,-2,0,-1,0,0,0,3
10064,-3,3,-2,1,1,-3,0
10065,0,4,-3,-1,0,0,0
10066,-1,3,-3,0,3,-2,0
10067,-1,3,0,-3,3,-3,0
10068,-3,0,-1,0,4,-3,3
10069,0,0,0,4,-3,3,1
10070,2,-3,2,0,-1,2,5
10071,3,-3,3,-2,0,-1,5
10072,1,-2,2,0,0,-1,5
10073,0,0,0,0,0,0,3
10074,-2,3,-3,3,-3,3,4
10075,-1,-1,-1,0,0,0,3
10076,0,0,0,0,4,-3,3
10077,0,0,0,0,4,-3,3
10078,-2,-1,0,0,4,0,3
10079,0,-3,0,-1,4,-3,3
10080,-3,-1,0,4,-2,-1,1
10081,0,-1,3,-3,0,3,2
10083,4,-3,-1,0,0,0,5
10084,3,-3,-1,4,-3,-1,1
10085,3,-3,3,-3,0,3,5
10086,0,-1,-2,-1,0,0,3
10087,3,-1,-2,3,-3,3,1
10088,-1,0,-1,1,-2,3,4
10089,-1,-1,3,-1,1,-3,2
10090,-1,4,-3,-1,4,-1,0
10091,-1,0,1,-1,2,-2,3
10092,-1,4,0,-2,-1,3,0
10093,-1,0,0,0,0,4,3
10094,-1,0,0,4,-3,-1,1
10095,0,0,0,0,0,0,3
10096,0,-2,0,0,1,0,3
10097,2,-1,-2,3,-3,3,1
10098,1,-2,3,-1,0,-1,2
10099,0,0,0,0,0,0,3
10100,0,4,-3,-1,0,0,0
10101,3,-2,2,-3,2,-2,5
10102,-2,-1,0,4,-3,-1,1
10103,1,2,-3,2,-2,-1,4
10104,-3,-1,0,0,0,0,3
10105,4,-3,3,-3,-1,0,5
10106,3,-2,-1,3,-2,1,1
10107,2,-1,2,-3,0,3,5
10108,-1,0,0,0,4,-3,3
10109,3,-3,3,-3,0,3,5
10110,0,0,0,0,0,0,3
10111,4,-3,-1,0,4,-1,5
10112,-1,4,0,-3,0,3,0
10113,3,-1,-1,1,-2,-1,1
10114,4,0,-1,-2,0,-1,5
10115,4,-3,-1,0,0,0,5
10116,3,-2,1,-2,3,-3,5
10117,1,0,-2,2,-2,3,1
10118,0,4,-3,-1,0,0,0
10119,-2,1,-2,3,-2,2,4
10121,0,0,0,0,4,-3,3
10122,4,-2,-1,3,-2,-1,1
10123,-1,-1,1,0,-2,2,3
10124,0,0,4,-3,-1,0,2
10125,1,-1,3,-1,-1,1,2
10126,0,0,0,4,-3,-1,1
10127,-1,0,0,0,0,4,3
10128,0,0,0,0,0,0,3
10129,3,-3,2,0,-1,1,5
10130,0,0,0,2,-3,2,1
10131,0,0,3,-3,2,-1,2
10132,1,0,0,-2,0,3,3
10133,0,4,-3,1,2,-1,0
10134,0,0,4,-3,0,-1,2
10135,-1,0,0,1,-1,0,3
10136,0,4,0,-3,0,3,0
10137,0,0,0,0,0,0,3
10138,0,0,0,0,0,0,3
10139,0,0,0,0,0,0,3
10140,0,0,0,4,-3,0,1
10141,3,-1,0,-1,-1,-1,5
10142,4,-3,-1,0,0,0,5
10143,4,-3,0,3,-3,3,1
10144,1,-1,0,0,1,0,3
10145,1,-1,0,1,-1,1,1
10146,-1,3,0,-2,1,-2,0
10147,-2,1,-1,-1,3,0,0
10148,-3,0,-1,0,0,0,3
10149,-3,0,-1,4,0,-3,4
10150,0,-1,0,4,-3,3,1
10151,-3,0,3,0,-3,3,2
10152,-2,-1,-1,0,0,0,3
10153,-1,1,1,-2,3,-1,3
10154,0,0,0,0,0,0,3
10155,0,0,4,-3,3,-1,2
10156,-1,0,0,0,0,4,3
10157,0,-2,-1,3,-3,0,1
10158,0,0,0,0,0,0,3
10159,0,4,-3,-1,0,4,0
10160,0,0,4,-1,-2,2,2
10161,-1,-1,1,0,-1,1,3
10162,-3,-1,0,0,4,-2,3
10163,0,0,0,0,0,0,3
10164,0,1,0,-1,2,-2,3
10165,-1,-2,3,-3,3,-2,2
10166,-3,-1,0,0,0,0,3
10167,0,-1,0,0,0,4,3
10168,-1,0,1,0,0,-1,3
10169,0,0,0,0,0,0,3
10170,0,0,0,0,0,4,3
10171,-3,-1,0,4,-2,-1,1
10172,4,-2,-1,-1,0,4,5
10173,0,0,0,0,4,-3,3
10174,0,0,0,0,0,0,3
10175,0,0,0,0,0,0,3
10176,0,0,0,0,0,0,3
10177,0,1,0,-2,3,-2,3
10178,1,0,-1,2,-2,1,1
10179,1,-3,3,-2,0,-1,2
10180,0,-2,-1,-1,0,0,3
10181,0,3,-3,3,0,-1,4
10182,-3,3,-3,3,-3,-1,4
10183,-1,4,-1,-2,-1,0,0
10184,0,0,0,0,0,0,3
10185,3,-3,0,3,-3,3,1
10186,0,2,-3,3,-3,3,4
10187,-3,3,-3,3,-3,-1,4
10188,3,-3,3,-3,-1,4,5
10189,-1,0,0,4,-2,-1,1
10190,-3,3,-1,0,-2,3,4
10191,-3,3,-3,-1,0,4,0
10192,2,-3,2,0,-2,3,5
10193,-2,1,1,1,-2,1,4
10194,4,-3,0,3,0,-3,1
10195,-2,2,-2,-1,-1,0,0
10196,0,-1,-2,0,3,-3,3
10197,3,-3,1,1,-1,-1,5
10198,1,-2,-1,0,4,-3,3
10199,3,-3,3,-2,-1,3,5
10200,4,-3,3,-1,-2,-1,5
10201,-1,1,2,-1,-2,3,2
10202,0,3,-3,3,-3,0,4
10203,3,-3,0,3,-3,0,1
10204,0,4,-3,-1,0,0,0
10205,-3,3,0,-3,2,-2,0
10206,-3,-1,0,0,4,-3,3
10207,0,0,0,0,0,0,3
10208,4,-3,-1,4,-3,-1,1
10209,-1,0,4,-3,3,-3,2
10210,-3,3,-2,-1,2,0,0
10211,-3,-1,0,0,4,-3,3
10212,0,0,0,0,4,-3,3
10213,-1,-2,3,-3,1,2,2
10214,2,-3,3,-2,2,-2,5
10215,0,0,0,0,0,4,3
10216,0,0,0,0,0,0,3
10218,0,0,4,0,-3,0,2
10219,-3,-1,4,-1,-2,1,2
10220,-1,-1,3,-3,-1,0,2
10221,1,-3,0,3,0,-2,1
10222,-3,0,3,-3,3,-2,2
10223,3,-3,3,-3,-1,0,5
10224,0,0,0,2,-3,3,1
10225,0,0,0,0,4,-3,3
10226,-3,-1,0,0,0,0,3
10227,-1,3,-2,1,-1,1,4
10228,-1,0,4,0,-1,-2,2
10229,0,4,-3,-1,0,0,0
10230,4,-3,0,-1,0,0,5
10231,-1,2,-3,-1,0,4,0
10232,-2,0,-1,0,0,0,3
10233,-1,0,0,0,4,-3,3
10234,-2,-1,4,-3,3,-2,2
10235,-2,3,-3,-1,0,0,0
10236,0,4,-3,-1,0,0,0
10237,0,0,0,0,0,0,3
10238,0,0,0,0,0,0,3
10239,-2,1,-2,3,0,-1,4
10240,2,-3,3,-3,-1,4,5
10241,-2,3,-3,3,-3,0,4
10242,3,-3,3,-3,-1,0,5
10243,-2,-1,3,-3,2,-1,2
10244,-3,3,0,-2,1,-2,0
10245,1,-3,3,-3,3,-3,2
10246,-1,2,-1,1,-2,2,4
10247,1,-1,-1,4,-3,-1,1
10248,-1,4,-3,-1,0,4,0
10249,0,3,-3,3,0,-3,4
10250,0,0,0,4,-3,3,1
10251,0,-3,3,-3,3,-2,2
10252,0,0,0,0,0,0,3
10253,3,-2,2,-2,0,0,5
10254,-2,0,1,-1,2,-2,3
10255,1,0,-1,-1,2,0,3
10256,-1,0,0,4,-3,-1,1
10257,0,0,0,0,0,4,3
10258,0,0,0,0,0,0,3
10259,-3,-1,0,0,4,-3,3
10260,-1,0,0,0,0,0,3
10261,-3,-1,0,0,0,0,3
10262,4,0,-3,0,3,-3,5
10263,2,-3,3,-3,3,-3,5
10264,-2,3,-1,-2,-1,0,0
10265,-1,-1,0,3,-3,2,1
10266,3,-3,0,3,-3,3,1
10267,-3,2,-1,0,0,0,0
10268,0,0,0,0,0,0,3
10269,-3,2,0,1,-3,1,4
10270,0,4,-3,0,-1,0,0
10271,-3,1,-1,0,3,0,0
10272,-3,3,-3,3,-2,-1,4
10273,0,-1,3,-3,3,-2,2
10274,1,-2,3,-3,-1,0,2
10275,1,-1,-1,0,0,0,3
10276,0,4,-3,3,-3,-1,4
10277,0,0,0,0,0,4,3
10278,-1,0,4,-1,-2,3,2
10279,-3,-1,0,0,0,0,3
10280,1,-3,-1,0,0,0,5
10281,0,0,0,0,4,0,3
10282,-2,3,-3,3,0,-3,4
10283,-1,0,0,1,-2,3,3
10284,1,-3,3,-3,3,-2,2
10285,0,0,0,0,0,0,3
10286,0,4,0,-3,3,-3,0
10287,3,-3,3,-3,-1,0,5
10288,-3,3,-1,0,-1,2,0
10289,0,0,4,-3,-1,0,2
10290,-3,-1,4,-3,3,-3,2
10291,-1,2,1,-3,1,0,0
10292,-1,1,1,-3,3,-2,2
10293,0,0,0,4,-3,-1,1
10294,4,-1,-2,0,3,0,5
10295,-1,2,1,0,-3,3,4
10296,0,-3,-1,0,0,0,3
10297,0,0,0,4,-3,0,1
10298,4,-3,-1,0,0,0,5
10299,0,0,4,-3,3,0,2
10300,0,0,0,0,4,-3,3
10301,4,0,-3,-1,0,4,5
10302,0,1,0,-1,0,1,3
10303,3,-3,-1,0,0,0,5
10304,-1,-2,2,1,-2,-1,1
10305,1,-3,0,0,-1,0,5
10306,0,4,0,-1,-2,-1,0
10307,0,0,1,-1,0,1,3
10308,0,3,-3,-1,4,-3,0
10309,-3,-1,0,0,0,0,3
10310,1,0,-2,3,-3,-1,1
10311,-3,3,-3,0,3,-3,0
10312,3,-3,-1,0,0,0,5
10313,0,3,-3,-1,4,-3,0
10314,0,0,0,0,4,-1,3
10315,0,4,0,-2,1,-2,0
10316,0,0,4,-3,-1,4,2
10318,-1,0,0,0,0,0,3
10319,0,0,4,-1,0,-2,2
10320,-1,0,0,4,-3,3,1
10321,-3,3,-3,3,-3,1,4
10322,0,0,0,0,0,0,3
10323,0,0,4,-3,-1,0,2
10324,0,-2,2,-2,3,-3,2
10325,0,0,0,0,0,0,3
10326,0,0,0,0,0,0,3
10327,0,3,-3,3,-2,-1,4
10328,0,0,0,-2,1,-1,3
10329,-1,3,0,-2,1,-1,0
10330,0,0,0,0,0,0,3
10331,0,0,0,0,0,0,3
10332,4,-3,-1,0,0,4,5
10333,0,0,0,2,-1,0,1
10334,-3,-1,0,4,-3,-1,1
10335,4,-3,3,-3,3,-3,5
10336,3,-3,-1,4,-3,-1,1
10337,-3,3,-3,2,0,-2,4
10338,0,-1,0,0,0,0,3
10339,0,0,0,0,0,0,3
10340,0,0,-1,3,-1,-1,1
10341,-2,3,-1,0,0,-1,0
10342,2,0,-3,0,3,-1,3
10343,0,-2,3,-3,3,-3,2
10344,-3,-1,0,0,0,4,3
10346,0,0,0,0,0,0,3
10347,-1,4,-3,-1,0,4,0
10348,4,0,-3,0,3,-3,5
10349,3,-3,-1,0,0,0,5
10350,0,-3,-1,0,4,-3,3
10351,0,0,0,0,4,-3,3
10352,-1,0,4,-3,-1,4,2
10353,0,0,0,0,0,0,3
10354,-1,4,-3,-1,0,0,0
10355,3,-1,-2,3,-3,-1,1
10356,-1,0,0,0,4,-3,3
10357,-3,3,0,-3,0,3,0
10358,2,-2,0,-1,0,0,5
10359,0,0,0,0,-1,3,3
10360,0,-3,3,-3,-1,0,2
10361,-3,-1,4,-2,0,-1,2
10362,0,0,3,-1,0,-2,2
10363,-1,0,-1,3,-2,2,1
10364,-1,0,-1,2,-3,3,1
10365,3,-3,-1,4,0,-3,1
10366,1,-2,0,3,-1,-1,1
10367,-2,0,3,0,-3,0,2
10368,0,-1,0,0,0,0,3
10369,-1,3,-1,-2,-1,0,0
10370,2,-3,2,1,-1,-2,5
10371,3,-3,0,3,-3,3,1
10372,0,3,-2,-1,-1,0,0
10373,-1,0,0,0,0,0,3
10374,0,0,0,0,4,-3,3
10375,2,-2,0,1,0,-1,5
10376,0,-2,3,-1,-2,2,2
10377,-2,-1,1,-1,-1,4,3
10378,0,-1,-1,0,4,-3,3
10379,0,0,0,0,0,0,3
10380,-2,2,1,-1,-1,2,0
10381,0,0,0,0,0,0,3
10382,4,-1,-2,3,-2,-1,1
10383,3,-2,-1,-1,0,0,5
10384,-2,1,-2,3,0,-2,4
10385,-1,0,0,4,-3,3,1
10386,-1,2,-1,-1,2,-3,0
