CUSTNO,Monetary_의류/이미용_고가_증감여부_q2_q1,Monetary_의류/이미용_고가_증감여부_q3_q2,Monetary_의류/이미용_고가_증감여부_q4_q3,Monetary_의류/이미용_고가_증감여부_q5_q4,Monetary_의류/이미용_고가_증감여부_q6_q5,Monetary_의류/이미용_고가_증감여부_q7_q6,Monetary_의류/이미용_고가_증감여부_q8_q7,Monetary_의류/이미용_고가_q2_q1_로그변환,Monetary_의류/이미용_고가_q3_q2_로그변환,Monetary_의류/이미용_고가_q4_q3_로그변환,Monetary_의류/이미용_고가_q5_q4_로그변환,Monetary_의류/이미용_고가_q6_q5_로그변환,Monetary_의류/이미용_고가_q7_q6_로그변환,Monetary_의류/이미용_고가_q8_q7_로그변환
8564,2,1,0,4,4,1,4,-11.764881243826867,-11.746614465136647,0.0,10.668168903210505,11.3200400640843,-11.739446032608246,11.028967468856807
8565,3,3,1,4,3,3,2,13.804732435075106,13.896293753823633,-14.498744621955886,14.654320727027065,14.44081302226022,13.336834184159402,-14.6162589496659
8566,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8567,3,3,3,1,2,4,1,13.854417777996183,14.339231927323487,13.00647504615081,-14.895231914048248,-12.905324791683803,15.623050633649955,-15.373122911367
8568,2,3,3,2,2,4,1,-9.149170656899104,10.577947212266162,9.09153678825631,-9.887725802873403,-10.817681809761218,13.823463209747336,-13.857626524463432
8569,2,2,2,4,1,1,0,-12.10843185457131,-11.023699855218323,-11.019943858621515,13.139830276182767,-13.200102854911417,-11.347018365073863,0.0
8570,2,3,1,4,1,1,0,-13.738964583670931,13.879173598372612,-14.225664385418165,14.3069909752123,-14.610273289219949,-12.003792217733963,0.0
8571,2,1,4,1,4,1,1,-10.81982241796539,-10.6563860602742,12.840080167921164,-12.840080167921164,11.986092749937347,-11.64757375542487,-10.738450117798092
8572,2,1,4,1,3,1,4,8.821518785679068,-12.295105723389048,13.053763910024998,-12.852706256826743,12.35868983980947,-12.804206790226905,12.092561862991753
8573,1,1,4,3,1,1,4,-11.272064729348621,-10.145576136364198,14.266322288505595,13.470516855279222,-14.600825745839499,-11.347018365073863,12.073699530332734
8574,3,2,2,2,3,2,3,12.678790482948743,-12.287947963791254,-11.65759275358478,-13.060177962881246,11.839275859480924,-10.229170175082928,-8.23442464734938
8575,0,0,4,2,1,0,0,0.0,0.0,10.959975756285965,-9.816225103234732,-10.576363591850228,0.0,0.0
8576,4,1,4,4,3,1,1,12.187843972984544,-12.187843972984544,11.24407570817819,12.91408973890133,13.160979393672216,-13.330969287328779,-12.612364016695656
8577,1,0,0,0,0,0,0,-11.084097391491612,0.0,0.0,0.0,0.0,0.0,0.0
8578,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8579,0,4,1,4,1,4,2,0.0,10.33299585689919,-10.33299585689919,10.539806946029008,-10.539806946029008,12.098752864209734,-11.50153562676186
8580,3,1,4,3,2,2,1,11.173377257517513,-12.059704125133125,12.175088205886903,9.759138862437718,-11.729342055190163,-10.59389710394611,-10.761264306213704
8581,1,0,0,0,0,0,0,-9.95734625059055,0.0,0.0,0.0,0.0,0.0,0.0
8582,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8583,3,2,2,4,2,3,1,11.829272052826488,-11.002346504299155,-11.441521102738031,12.698547599971851,-12.258794877729072,10.253129106013688,-12.316618268693997
8584,2,3,1,3,2,4,1,-13.611597228831425,12.896647881184006,-13.554369920640735,11.855341779352758,-12.219185461606974,12.258675145264652,-12.69037862043729
8585,2,3,2,3,1,4,4,6.744301790064928,13.527538020122249,-12.61138744942132,12.44070740724065,-14.104621412651037,11.594650916975652,13.984933560410564
8586,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8587,0,4,1,0,0,0,0,0.0,10.939815912689822,-10.939815912689822,0.0,0.0,0.0,0.0
8588,4,1,0,0,0,0,0,10.103018228436635,-10.103018228436635,0.0,0.0,0.0,0.0,0.0
8589,3,4,2,3,2,1,2,12.282156744820721,13.279479391388218,-11.403957104579822,13.385684584865423,-12.885885939783709,-13.80923500091997,-9.582644820983546
8590,3,2,2,2,1,4,2,10.659330933579934,-11.581048148966664,-11.359415266172812,-11.077481588779504,-11.071245328046881,12.774005033970251,-12.103719333257178
8591,3,2,2,2,3,2,3,12.55295888929178,-12.42200144351647,-12.274845477358264,-10.03032212867075,12.08317340135039,-11.673756773722975,12.098337849299583
8592,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8593,0,4,1,0,0,0,0,0.0,9.367486995564029,-9.367486995564029,0.0,0.0,0.0,0.0
8594,0,0,0,4,1,0,0,0.0,0.0,0.0,13.594886277750703,-13.594886277750703,0.0,0.0
8595,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8596,3,3,1,1,0,0,0,10.980338077129572,12.145551045817896,-13.077056487819357,-10.08738430598229,0.0,0.0,0.0
8597,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8598,3,1,4,1,3,3,1,11.87262050360759,-12.420719064999338,12.998433777519967,-12.96094503353056,11.778055686801338,12.137471879415012,-12.81565086425876
8599,4,1,0,4,4,3,1,11.75653418213689,-11.783731839652958,0.0,11.109993343272267,11.918306145658372,11.741107469720475,-12.636051444720827
8600,4,1,0,0,4,1,4,11.738175663576202,-11.738175663576202,0.0,0.0,12.09145264256914,-12.09145264256914,12.072761009109785
8601,1,4,1,1,4,1,0,-12.005919057023725,12.36313808084126,-12.071665683683879,-10.988146150371113,11.244162258468721,-11.244162258468721,0.0
8602,4,3,1,4,2,4,2,12.754383326911423,11.920579112614647,-13.115123502708665,10.719461033891795,-9.418942447232592,13.545909651170822,-12.819285219728725
8603,2,3,1,4,3,3,1,-12.288448252110527,14.134643742789486,-14.834605940075848,13.947606493158766,7.974354488134947,13.63405133731508,-14.37374497999936
8604,3,3,2,1,4,2,3,10.748418006882432,10.191491230839487,-10.925719532606633,-11.590782170522893,11.500788586835286,-10.100017705725671,10.175444840232853
8605,4,1,1,4,4,1,3,13.07370336694943,-13.069237312165894,-9.559843932971562,11.795585893817071,13.34765346232418,-13.472962801022627,9.300372490493555
8606,0,4,1,4,2,1,4,0.0,10.293776445403113,-10.293776445403113,10.550388776813845,-8.058711798245167,-10.464019163062204,9.41959445365658
8607,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8608,1,0,0,0,0,4,2,-13.374246164471861,0.0,0.0,0.0,0.0,12.737830194894071,-12.093236619351778
8609,3,3,2,2,3,3,2,12.923378729613455,12.55403388572637,-12.517903402277025,-13.338421900428033,14.19550016758238,12.36162526783896,-14.277466339106477
8610,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,13.784172148990388,-13.784172148990388
8611,4,1,3,1,4,1,0,13.201540729666108,-13.13341067308298,11.613056537660242,-12.471314664051913,11.926831666274218,-11.926831666274218,0.0
8612,1,3,2,3,2,4,1,-13.484107178521176,11.42725673242451,-11.007621365292131,12.40488980944676,-12.74970417845136,12.937575983848504,-13.395749523303042
8613,3,3,3,2,2,2,4,10.81927165599168,10.69529729557638,9.695650076087293,-11.186861815802025,-10.749435705914147,-7.7917762977819365,11.556311622661491
8614,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8615,0,0,0,4,1,0,0,0.0,0.0,0.0,9.54473685313731,-9.54473685313731,0.0,0.0
8616,2,3,1,3,1,4,3,-11.421256109055195,11.587233656721887,-11.780106268133327,11.197503255371743,-11.613155362128609,10.975496907237975,10.285330905963159
8617,0,0,0,4,1,0,0,0.0,0.0,0.0,9.205411689720474,-9.205411689720474,0.0,0.0
8618,4,3,2,2,3,3,1,14.177725205392319,13.44733166369653,-12.752746948662594,-12.782244745607628,13.704161919769133,14.128349847840969,-15.091617523390875
8619,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8620,0,0,4,1,0,0,0,0.0,0.0,11.365435069800151,-11.365435069800151,0.0,0.0,0.0
8621,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8622,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8623,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8624,0,4,1,4,1,0,0,0.0,10.01935028692802,-10.01935028692802,10.601680762035567,-10.601680762035567,0.0,0.0
8625,2,4,1,2,3,1,4,-13.199663676753598,15.229908833808693,-15.380455250129767,-9.517081963213046,11.706737826049972,-12.572185039476723,12.868762439381232
8626,4,2,3,1,0,0,0,10.472539226985939,-6.153769445100433,10.360795779252223,-11.245150385253622,0.0,0.0,0.0
8627,1,1,4,3,4,3,2,-14.264666545882609,-11.70368976761603,12.820157708867109,11.3079674277771,13.297994678480666,13.127144304966725,-13.616567650117473
8628,4,1,4,1,1,4,1,15.915083964317919,-15.6825651128042,16.596717031593812,-16.74926594689165,-13.590666957980678,12.723582226626247,-12.615818845406153
8629,2,1,4,3,4,2,1,-11.427389766718349,-11.822820002927772,12.46241629471509,10.960948481457967,13.13106736104733,-11.563904859156946,-13.243763684355622
8630,0,4,1,0,0,0,0,0.0,11.135324375358792,-11.135324375358792,0.0,0.0,0.0,0.0
8631,1,4,2,2,3,2,4,-14.475624224148115,13.366311000569508,-12.531158216536088,-10.235314702251094,12.991157686744343,-9.88885735128577,14.25674364077392
8632,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,11.337558570842832,-11.337558570842832
8634,0,4,1,0,0,0,0,0.0,16.22634537472596,-16.22634537472596,0.0,0.0,0.0,0.0
8635,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8636,3,4,2,1,4,3,3,11.582369136915284,14.365543150408149,-12.255211135150997,-14.243844208929044,13.859156880428749,12.923348810790067,13.68359864970845
8637,4,3,2,4,1,4,1,11.867702147510453,11.826922036611256,-11.795971384392242,12.715284232330667,-13.158885127202911,12.43145704262356,-12.43145704262356
8638,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8639,4,3,1,4,2,1,3,14.98694764057107,12.977546745595642,-14.964290482762571,14.750230559245196,-13.083043291032613,-14.280882492145464,12.82857918274535
8640,1,4,2,4,3,2,2,-14.515141471698328,14.755076917685464,-14.19430649999895,14.459740982812555,12.63852863888596,-13.37113452264159,-14.111616641098617
8641,2,3,2,4,2,3,2,-15.506789481423276,15.068662297843566,-15.684001391554737,16.03473656004908,-15.696787858787717,15.845833802234516,-15.92132093284642
8642,4,1,1,0,4,1,0,11.176657289806183,-10.697831415015786,-10.210397779334974,0.0,11.336942832625715,-11.336942832625715,0.0
8643,4,1,4,3,1,4,1,11.464208001729629,-11.272752198469767,12.713881022017285,10.181380769881931,-12.598148716807248,13.467100322630403,-13.55794019609413
8644,3,1,4,3,1,0,4,11.812175703583707,-12.347813729750076,10.592933866181905,11.138757581187306,-11.679223235005777,0.0,11.355865730218817
8645,3,2,2,1,4,1,4,10.83190588106898,-10.692280426375959,-9.437311005600762,-10.785625680322672,11.53184106005191,-11.53184106005191,9.24525651761341
8646,2,3,3,1,3,3,3,-10.774061801539817,11.255542468005004,11.721136068587311,-13.192111908226556,12.07630410919729,12.44104300906725,11.590693154322658
8647,3,2,2,3,1,3,4,12.786490235414556,-12.77817883841454,-11.35562787249344,14.13450560997034,-14.504081493796678,12.743902573944478,14.256845206674452
8648,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8649,3,1,2,3,3,2,4,12.818661017556202,-13.385558448593452,-10.242829511084958,10.720103214646912,11.3856280491286,-11.100753571812067,12.448585827741942
8650,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,10.385767301271356
8651,0,0,0,4,1,4,1,0.0,0.0,0.0,12.616562224734045,-12.616562224734045,10.881548068829757,-10.881548068829757
8652,4,1,4,1,0,0,0,9.047042343278964,-9.047042343278964,11.359704461695886,-11.359704461695886,0.0,0.0,0.0
8653,3,2,3,2,3,4,1,10.482315724349954,-11.150051590389504,10.884380287355423,-9.959716365851275,11.580321766078809,13.708756852797835,-13.680404102392858
8654,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8655,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8656,4,3,2,4,1,4,1,9.577817663426307,8.996285935889327,-9.481337153025173,11.504333080758945,-11.657717213870457,10.370734979642373,-10.370734979642373
8657,0,0,4,1,0,0,0,0.0,0.0,10.885869121341472,-10.885869121341472,0.0,0.0,0.0
8658,1,4,2,2,1,0,4,-14.43945476586463,13.379699397327041,-12.914025000745639,-11.159736547269414,-12.364033725688177,0.0,9.350607376360708
8659,4,4,2,4,1,2,3,13.516130060143956,14.056401389244172,-13.607754142354723,15.689177225194275,-15.644806974182902,-13.693278555470307,12.940341158036007
8660,2,4,3,2,2,3,2,-11.055981866982334,12.485635230412539,11.21075861637866,-12.436363867457388,-11.328224466632955,11.123856640385366,-8.443178461682253
8661,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8662,3,1,0,0,0,4,1,10.547223802236584,-11.201603212895545,0.0,0.0,0.0,12.069784840602736,-12.069784840602736
8663,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8664,4,3,2,1,4,1,1,11.077215734335287,10.117509718743646,-9.659765271760362,-11.643785231121196,11.90196376615089,-11.605830513426032,-10.540629120136702
8665,3,2,3,2,3,3,3,13.137509293581596,-13.202596351659441,12.310895853271653,-12.824852161788872,12.591484452490889,12.116827922093606,12.394756025564723
8666,1,4,1,4,1,0,4,-11.311323498584814,10.320789823177451,-10.830255764019913,10.346795733913064,-10.346795733913064,0.0,11.87796886397046
8667,4,1,4,1,4,1,0,12.182423933189003,-12.182423933189003,12.320939382973519,-12.128913329652631,11.812277754907948,-12.067355227751925,0.0
8668,4,1,4,1,4,2,2,12.579153684715564,-12.579153684715564,10.988146150371113,-10.988146150371113,12.494730964879961,-10.872565825583449,-11.523061268285593
8669,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8670,4,3,2,2,2,3,2,12.132274412799926,11.761793697474689,-11.20161835334862,-11.407844509393914,-10.01273722327607,11.460897265837513,-11.554264158266475
8671,1,4,1,0,4,3,1,-11.580060078489586,13.32792778133487,-13.41874869802614,0.0,11.416010449584883,10.636093933139309,-11.793373202674804
8672,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8673,2,4,1,4,2,1,0,-11.218943938133389,12.236519749977312,-12.425735582579541,12.914609343039285,-11.585509634522232,-12.846061457438566,0.0
8674,0,0,4,1,0,0,0,0.0,0.0,13.293406848871777,-13.293406848871777,0.0,0.0,0.0
8675,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8676,1,4,1,2,1,4,2,-12.636236213110736,14.355096791911475,-14.10301270642362,-12.369291582106406,-12.071841888912418,14.053167755113133,-13.073304026160763
8678,1,4,1,3,1,4,1,-13.999068046472074,13.258791621720796,-13.400661874017151,10.724596570776548,-11.328483153401645,11.870219759180602,-11.942443116840712
8679,2,1,4,4,1,0,4,-9.78885530982149,-11.233691096321973,10.323764325884982,11.714391571092257,-11.936663500266347,0.0,10.854617172152004
8680,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8681,4,3,1,4,1,0,4,13.056655643035382,9.27606246139249,-13.175187626012207,13.035271424955999,-13.035271424955999,0.0,13.041186205005054
8682,4,2,4,2,2,1,4,13.730735122342768,-11.49106647204461,14.676376928775623,-14.359963426564645,-12.834614910932432,-13.765643159457017,13.134033846005444
8683,3,3,1,4,3,3,1,12.28736214885617,11.391594183103576,-12.809047395728793,13.309872583374935,10.35958988196455,12.379444439240629,-13.587497351530414
8684,0,4,1,0,0,0,4,0.0,11.972712891046319,-11.972712891046319,0.0,0.0,0.0,11.326595695462853
8686,2,1,0,4,4,1,4,-12.184931490537773,-12.061239035973733,0.0,12.372366181586525,13.093285445161326,-13.489577239408213,12.63839240133872
8687,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8688,0,4,2,1,4,3,1,0.0,12.143776300519777,-9.995287553827263,-12.019736851907115,12.103287034248657,11.527003300833236,-12.24491505990373
8689,0,0,0,0,4,2,1,0.0,0.0,0.0,0.0,11.712423375730232,-11.129979330642298,-10.552717666065856
8690,4,4,1,3,3,3,1,11.557041429474934,12.233203030241851,-12.57664238354283,9.806192797742941,10.251669443448032,9.083787133509505,-11.232981535565564
8691,0,4,1,0,0,0,0,0.0,8.849962525199098,-8.849962525199098,0.0,0.0,0.0,0.0
8692,2,4,1,4,1,2,2,-11.158394883325121,13.578504867261259,-13.763683210019876,14.212371749381314,-14.095277837701596,-10.741992783412536,-11.175979736095915
8693,0,4,1,0,4,3,1,0.0,12.55966722119166,-12.55966722119166,0.0,11.510787859633245,11.288058049515117,-12.098752864209734
8694,4,1,0,0,0,4,1,13.329650344267986,-13.329650344267986,0.0,0.0,0.0,16.43981493958972,-16.43981493958972
8695,2,3,1,4,1,3,3,-12.630862440553566,12.988139070493274,-14.096933209932926,14.49929684256449,-14.316068055388746,13.767107752922463,13.982782945309312
8696,0,0,0,0,4,1,0,0.0,0.0,0.0,0.0,11.126380858242621,-11.126380858242621,0.0
8697,0,0,4,1,0,0,0,0.0,0.0,11.591771164590048,-11.591771164590048,0.0,0.0,0.0
8698,0,0,4,1,4,2,1,0.0,0.0,8.583452502404796,-8.583452502404796,11.096244214157789,-10.108755903265386,-10.63023901253035
8699,4,3,1,0,4,1,0,10.225615824853802,9.825218916851412,-10.738450117798092,0.0,11.611883012908098,-11.611883012908098,0.0
8700,3,1,4,2,4,3,2,12.830507438641217,-13.02478827785443,13.305738030938734,-13.097329192807058,13.516962095041775,12.633724656586857,-11.783849172936643
8701,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8702,4,1,0,4,3,1,0,10.867452549175939,-10.867452549175939,0.0,10.550388776813845,10.55996044476646,-11.248320214329198,0.0
8703,2,3,3,4,1,1,4,-10.152782939589141,11.884211437095415,12.031971467582306,14.484019076447147,-14.258860945099883,-13.742389562319733,12.913286555582543
8704,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8705,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8706,2,2,2,3,4,1,3,-12.985444263961348,-10.700550907467303,-13.186820872079426,13.065427566935577,14.001540864813942,-14.22826106342244,12.20081934058666
8707,4,3,1,4,2,1,2,12.33417581616236,12.659583133537268,-13.229230056401573,13.26204445504906,-11.52870250873318,-12.76099385530266,-10.615772876561655
8708,3,2,2,4,2,1,1,12.671709553861536,-12.021702105069645,-12.03950699848216,13.17250694756786,-13.08250004566148,-12.44820579212665,-11.048941077352401
8709,1,4,1,0,0,0,0,-11.477134989353434,12.180211137469739,-12.180211137469739,0.0,0.0,0.0,0.0
8710,1,0,0,0,0,4,1,-10.525071640195982,0.0,0.0,0.0,0.0,10.390900023649202,-10.390900023649202
8711,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8712,1,3,3,3,2,1,4,-14.147320572169338,13.328602997858356,13.876321628283513,12.692220384225402,-13.86011363337675,-14.425785090059039,12.140814096497486
8713,4,1,0,0,0,0,0,10.388513849396587,-10.388513849396587,0.0,0.0,0.0,0.0,0.0
8714,3,4,3,1,4,2,3,10.537771227300588,12.713111452462565,12.297448623585293,-13.310075004074296,11.028239816119045,-10.796847957526646,10.32004445918132
8715,0,4,2,1,0,0,4,0.0,11.659842889257447,-10.944792690425748,-10.988146150371113,0.0,0.0,13.39106384494384
8716,3,1,4,3,2,2,2,12.233975745999032,-12.60006565301824,12.417058920131218,11.55643028962621,-12.037189069673408,-10.37098925970475,-10.166235435437716
8717,4,1,4,2,4,2,1,13.06043205648748,-13.270653055679915,13.368897908651343,-12.65461626177531,13.79646603096684,-13.050709856190565,-13.393665468079284
8718,1,4,3,4,1,4,1,-13.94813393281636,9.490856097457725,9.385142333292594,14.140642771052487,-14.15184417365712,10.066451335635419,-10.407101504660831
8719,4,4,1,4,3,3,1,11.298228791135973,11.978207044270812,-12.388076923936273,10.468152922857163,9.256399325241425,11.052285404763037,-11.1810096107487
8720,4,1,0,0,0,0,0,12.165985291701963,-12.165985291701963,0.0,0.0,0.0,0.0,0.0
8721,1,2,1,0,4,3,2,-13.227402374800441,-11.516420384953118,-12.390536939536377,0.0,11.738175663576202,11.23321054766447,-11.728253261182731
8722,3,3,2,3,2,4,2,12.098144196706544,11.996222017151078,-12.59292537312751,11.717837498453274,-12.695537194759035,13.70465644533224,-13.591016019664854
8723,3,1,4,2,4,1,2,12.058340609024173,-12.366902914844605,12.041516866750763,-10.87553151799207,12.766308918757028,-12.645631850393618,-11.814598734603445
8724,3,2,3,3,3,2,1,12.660573611363702,-12.828584175788501,11.609616968241763,13.683744813521054,14.017919418841393,-13.849623886328049,-13.943423847534884
8725,2,2,2,2,1,0,4,-11.793419210477728,-13.952778403721949,-12.63874802751117,-12.151172260523044,-13.155001634679527,0.0,11.931825533153138
8726,3,3,1,3,3,2,4,12.833179479907884,13.470181928546966,-13.961863373839465,13.004776341623064,13.793965767018618,-13.831620401980336,14.544254558401882
8727,3,2,3,4,4,1,2,11.280407819132302,-11.616819572006987,10.856217747473952,12.777804675031938,13.619948616165637,-13.732793017141503,-11.202743609147163
8728,2,4,1,1,4,2,3,-11.10000282899341,12.315213104377028,-12.454895744479876,-10.716998644058453,13.212040059159373,-11.106336759529599,11.820495492404795
8729,1,4,3,1,3,1,0,-11.811369643477388,10.9111063234405,10.703034431222598,-11.150844154938442,6.829871888375205,-10.327891151581445,0.0
8730,1,4,3,2,1,4,1,-11.209964818214784,12.820894947860792,12.660300143126724,-12.824477325803088,-12.476984501203132,13.98649291079342,-14.04268260909073
8731,4,1,4,2,3,4,1,12.073965935588362,-12.36111488417066,12.256645328268936,-11.663958439220274,8.821268164735717,12.069871584156628,-12.343053365710778
8732,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8733,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8734,4,1,4,3,4,1,0,12.28398871811677,-12.28398871811677,10.331828621920476,10.260978556675589,13.518779654065005,-13.595525678152308,0.0
8735,1,0,0,0,4,1,0,-11.294815505434661,0.0,0.0,0.0,12.149271898444654,-12.149271898444654,0.0
8736,3,3,3,2,4,3,2,10.66829971388812,10.24709398434247,9.78684101101649,-11.134086578972672,11.948458733388692,10.094410674266445,-11.267936786826247
8737,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8738,4,1,4,3,3,1,4,13.831558504329191,-14.14671314315839,12.525493321577637,12.267349258777298,13.226994397695858,-13.9018811830973,13.574588357613328
8739,4,2,2,4,3,3,1,13.060787515905908,-12.750552810413774,-12.003331674511259,12.454626997972563,11.385580804934174,13.153185479430817,-13.676800589070679
8740,3,3,1,4,1,2,3,10.37958562543849,11.860608001131865,-12.36298585812796,13.949545117749706,-13.74398315568596,-11.580170624396606,12.280081827655156
8741,3,3,2,3,1,3,3,12.882768182235628,10.647968700035797,-13.068057686790164,12.92745156824058,-13.156300465180509,12.331759255653694,11.876677437052049
8742,1,3,3,1,3,3,2,-13.6369890793376,12.28202071885191,13.424972268560209,-13.416521677830383,12.420096098851516,10.919204345053844,-12.247566009872687
8743,2,4,1,4,1,3,1,-13.369109736223333,14.027928743282828,-14.293105379685136,15.358123066242829,-15.216007462096522,13.033516020672682,-13.991338351065991
8744,3,1,3,4,1,4,1,12.368538217696202,-12.728484232936378,11.20263660524952,14.052699530987162,-14.098652083410563,14.875439676644723,-14.874616130233933
8745,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8746,1,0,0,0,0,0,0,-12.105738812050344,0.0,0.0,0.0,0.0,0.0,0.0
8747,1,4,2,2,3,2,2,-13.38511645074456,15.103759771415902,-14.038854555983905,-13.559927807994878,14.513649327082142,-14.3277408052184,-11.867265920908537
8748,1,4,1,4,1,4,3,-11.00713757872035,13.328697215596593,-13.328697215596593,11.20324950452034,-11.20324950452034,11.628752574829042,10.248666742004401
