CUSTNO,전체 분기 중요 카테고리 top_1,전체 분기 중요 카테고리 top_2
11354,[{'식품/생활_중가': 6128366.180221857}],[{'식품/생활_고가': 1567004.3845646167}]
11355,[{'의류/이미용_중가': 18807169.77558565}],[{'교육문화/아동_중가': 15057705.579664417}]
11356,[{'식품/생활_고가': 47742930.963536546}],[{'식품/생활_중가': 11986301.587002058}]
11357,[{'의류/이미용_중가': 32949020.17786073}],[{'교육문화/아동_중가': 12257694.372801006}]
11358,[{'식품/생활_중가': 6341590.683365117}],[{'식품/생활_저가': 1842524.0979657087}]
11359,[{'식품/생활_중가': 8334213.109145727}],[{'식품/생활_고가': 3316842.2428637375}]
11360,[{'식품/생활_중가': 5034345.47024642}],[{'식품/생활_저가': 2942553.980966468}]
11361,[{'식품/생활_중가': 7462720.745362087}],[{'의류/이미용_저가': 2439151.604664989}]
11362,[{'의류/이미용_고가': 75156322.23117433}],[{'의류/이미용_중가': 13647581.637870321}]
11363,[{'식품/생활_중가': 2647473.805222559}],[{'의류/이미용_저가': 1833718.4292824958}]
11364,[{'의류/이미용_중가': 7109033.914085987}],[{'의류/이미용_고가': 6791313.345105072}]
11365,[{'의류/이미용_중가': 4659674.678247719}],[{'식품/생활_중가': 3094671.4123176453}]
11366,[{'식품/생활_중가': 9016610.064133793}],[{'의류/이미용_저가': 3177652.7174818832}]
11367,[{'식품/생활_중가': 2627877.7081835233}],[{'교육문화/아동_중가': 1648708.6293736205}]
11368,[{'식품/생활_중가': 8976414.944139414}],[{'의류/이미용_저가': 3067159.087844458}]
11369,[{'식품/생활_중가': 1894415.503821505}],[{'가구인테리어/잡화_저가': 1840407.6923846076}]
11370,[{'식품/생활_중가': 6785752.720547322}],[{'식품/생활_고가': 3387108.817916324}]
11371,[{'식품/생활_중가': 5115003.129864954}],[{'의류/이미용_저가': 2507916.994639154}]
11372,[{'식품/생활_중가': 8276448.152676536}],[{'식품/생활_고가': 2867212.0621466856}]
11373,[{'식품/생활_중가': 5630952.051729275}],[{'식품/생활_저가': 2375195.1730122124}]
11374,[{'식품/생활_중가': 3695926.0431219246}],[{'식품/생활_저가': 2838850.159536433}]
11375,[{'식품/생활_중가': 5033178.218500095}],[{'의류/이미용_중가': 3265072.8906392227}]
11376,[{'식품/생활_중가': 4525533.061293764}],[{'식품/생활_고가': 1700414.5798150988}]
11377,[{'식품/생활_중가': 6843915.806951707}],[{'식품/생활_고가': 2039594.0916356333}]
11378,[{'의류/이미용_중가': 11429885.174968347}],[{'식품/생활_중가': 10065283.203182343}]
11379,[{'의류/이미용_중가': 5616416.165477718}],[{'식품/생활_중가': 4333820.998873811}]
11380,[{'의류/이미용_고가': 6195081.046314269}],[{'의류/이미용_중가': 5991059.327854731}]
11381,[{'의류/이미용_저가': 3903572.6052858704}],[{'식품/생활_중가': 3502604.775411725}]
11382,[{'식품/생활_고가': 18921180.307435453}],[{'식품/생활_중가': 4190359.9169171127}]
11383,[{'가구인테리어/잡화_고가': 79121644.32605313}],[{'의류/이미용_중가': 19477224.73708991}]
11384,[{'식품/생활_중가': 4617428.671655029}],[{'식품/생활_저가': 2178489.2788086194}]
11385,[{'식품/생활_중가': 6470215.974353183}],[{'식품/생활_고가': 4574667.204486711}]
11386,[{'가전/레저취미/멀티샵_고가': 23296275.764632676}],[{'의류/이미용_중가': 18539190.622360352}]
11387,[{'가구인테리어/잡화_고가': 4822642.998031499}],[{'의류/이미용_중가': 4239783.545479119}]
11388,[{'식품/생활_중가': 7178976.7807121575}],[{'식품/생활_고가': 1878853.9857841348}]
11389,[{'의류/이미용_중가': 28591518.398590863}],[{'가구인테리어/잡화_고가': 9105571.564884376}]
11390,[{'식품/생활_중가': 7041827.783728651}],[{'식품/생활_저가': 3191075.6230680454}]
11391,[{'의류/이미용_중가': 5619837.182354722}],[{'식품/생활_중가': 5120692.421583126}]
11392,[{'의류/이미용_고가': 20997308.46732812}],[{'식품/생활_중가': 3742144.7118593883}]
11393,[{'식품/생활_중가': 4183809.8243563045}],[{'식품/생활_저가': 2149004.694731082}]
11394,[{'식품/생활_중가': 5478234.068765269}],[{'식품/생활_고가': 3495343.3008510848}]
11395,[{'식품/생활_중가': 4375780.189737208}],[{'식품/생활_저가': 1689475.5977237194}]
11396,[{'식품/생활_중가': 9550291.120138815}],[{'가구인테리어/잡화_중가': 2650329.3839024194}]
11397,[{'가구인테리어/잡화_고가': 25767763.011348374}],[{'의류/이미용_중가': 12240681.083855856}]
11398,[{'식품/생활_중가': 6706254.774843125}],[{'식품/생활_저가': 4232340.520983725}]
11399,[{'가구인테리어/잡화_고가': 14586089.270667952}],[{'식품/생활_중가': 4670570.547113907}]
11400,[{'식품/생활_중가': 3633367.6097686896}],[{'식품/생활_저가': 1717163.0584503934}]
11401,[{'식품/생활_중가': 5675064.868080051}],[{'의류/이미용_저가': 1689388.851190322}]
11402,[{'식품/생활_중가': 14186323.72034232}],[{'식품/생활_저가': 4579697.342527212}]
11403,[{'식품/생활_중가': 6405563.1933045}],[{'식품/생활_저가': 1367699.883474753}]
11404,[{'식품/생활_중가': 7818377.517374062}],[{'교육문화/아동_중가': 5149493.422916202}]
11405,[{'식품/생활_중가': 3006865.135179337}],[{'식품/생활_저가': 1139592.3921246952}]
11406,[{'의류/이미용_고가': 10136087.491373448}],[{'의류/이미용_중가': 4992511.073622398}]
11407,[{'식품/생활_중가': 2087141.6458082984}],[{'의류/이미용_저가': 756342.0385505192}]
11408,[{'의류/이미용_중가': 122971261.625931}],[{'가전/레저취미/멀티샵_고가': 24134917.219115738}]
11409,[{'식품/생활_중가': 6513464.349707563}],[{'식품/생활_고가': 1968728.6398789766}]
11410,[{'식품/생활_중가': 6376731.063305191}],[{'교육문화/아동_중가': 1899571.1818780045}]
11411,[{'식품/생활_중가': 3008990.898032976}],[{'식품/생활_고가': 2180524.208831613}]
11412,[{'식품/생활_중가': 5439346.014699808}],[{'식품/생활_저가': 2698625.935913461}]
11413,[{'식품/생활_중가': 7765220.656651035}],[{'의류/이미용_저가': 3721928.1087019993}]
11414,[{'식품/생활_중가': 7794643.6268090345}],[{'식품/생활_고가': 2666310.92725323}]
11415,[{'식품/생활_중가': 4808909.593064271}],[{'식품/생활_저가': 3987925.8094482124}]
11416,[{'식품/생활_중가': 9972439.30726663}],[{'가전/레저취미/멀티샵_저가': 2268840.810241809}]
11417,[{'식품/생활_중가': 8669180.135943105}],[{'의류/이미용_고가': 6550213.087758351}]
11418,[{'식품/생활_중가': 5842468.3275079895}],[{'식품/생활_저가': 2395775.59497981}]
11419,[{'식품/생활_중가': 8314081.083368608}],[{'식품/생활_고가': 2629710.94828352}]
11420,[{'의류/이미용_중가': 11338741.947238788}],[{'의류/이미용_고가': 8994997.113534138}]
11421,[{'식품/생활_중가': 5576068.333615306}],[{'식품/생활_고가': 1385029.9319288349}]
11422,[{'식품/생활_중가': 5845539.698490321}],[{'가전/레저취미/멀티샵_중가': 3250889.9882421014}]
11423,[{'식품/생활_중가': 7740675.930326889}],[{'의류/이미용_중가': 5808935.417284424}]
11424,[{'식품/생활_중가': 3299244.6190478723}],[{'의류/이미용_중가': 2648696.844385163}]
11425,[{'식품/생활_중가': 5759961.336085668}],[{'식품/생활_저가': 2518803.9966660864}]
11426,[{'식품/생활_중가': 5531178.500318166}],[{'식품/생활_고가': 2126903.5045004445}]
11427,[{'의류/이미용_저가': 6703162.244180937}],[{'식품/생활_중가': 5192021.6132921465}]
11428,[{'식품/생활_중가': 5606344.312209111}],[{'식품/생활_저가': 1364466.5998228057}]
11429,[{'식품/생활_중가': 5368280.454209804}],[{'의류/이미용_저가': 1657595.5450624526}]
11430,[{'가전/레저취미/멀티샵_고가': 20917773.924205523}],[{'침구/주방_고가': 10449221.879513564}]
11431,[{'의류/이미용_중가': 1280003.3196482842}],[{'가구인테리어/잡화_중가': 566691.5061853128}]
11432,[{'식품/생활_중가': 7842001.796913769}],[{'식품/생활_고가': 1904186.1348864026}]
11433,[{'식품/생활_중가': 5408610.239699862}],[{'식품/생활_저가': 776745.2948611358}]
11434,[{'식품/생활_고가': 3219797.164233531}],[{'식품/생활_중가': 3051037.9664375163}]
11435,[{'의류/이미용_중가': 11059837.872446125}],[{'식품/생활_중가': 8623233.517865237}]
11436,[{'의류/이미용_고가': 32940534.632695712}],[{'의류/이미용_중가': 9557540.151293328}]
11437,[{'식품/생활_중가': 3375959.6714395974}],[{'식품/생활_저가': 2156030.1566714286}]
11438,[{'의류/이미용_중가': 7322851.490395446}],[{'식품/생활_중가': 2729040.308718319}]
11439,[{'식품/생활_중가': 2906720.571551246}],[{'식품/생활_저가': 1516316.2962210837}]
11440,[{'의류/이미용_중가': 8807905.193433851}],[{'의류/이미용_고가': 8074363.859613302}]
11441,[{'식품/생활_중가': 4533283.373535086}],[{'가전/레저취미/멀티샵_중가': 4010440.1254908894}]
11442,[{'식품/생활_중가': 13265906.266927306}],[{'의류/이미용_중가': 12539844.887133474}]
11443,[{'의류/이미용_중가': 21197407.330620095}],[{'가구인테리어/잡화_중가': 5845643.105658989}]
11444,[{'의류/이미용_저가': 6789471.853293479}],[{'식품/생활_중가': 4788157.436683144}]
11445,[{'식품/생활_고가': 5373211.594965183}],[{'식품/생활_중가': 4370918.20826596}]
11446,[{'식품/생활_중가': 4824082.318840243}],[{'식품/생활_저가': 2453985.855268963}]
11447,[{'식품/생활_중가': 11588335.124087885}],[{'의류/이미용_고가': 10064757.108262299}]
11448,[{'식품/생활_중가': 5414816.590024029}],[{'식품/생활_저가': 967900.4607935072}]
11449,[{'의류/이미용_중가': 12308452.65079438}],[{'식품/생활_중가': 4745790.549442033}]
11450,[{'의류/이미용_고가': 288378947.24395394}],[{'의류/이미용_중가': 10778011.22287872}]
11451,[{'식품/생활_중가': 5994016.257214271}],[{'식품/생활_저가': 2929227.7927964535}]
11452,[{'식품/생활_중가': 7266180.897205755}],[{'식품/생활_저가': 2036078.8500453667}]
11453,[{'식품/생활_중가': 3310843.0711886445}],[{'식품/생활_저가': 1642756.6754540927}]
11454,[{'식품/생활_고가': 8366883.919232177}],[{'식품/생활_중가': 3846941.04124405}]
11455,[{'식품/생활_중가': 4180698.4722310873}],[{'의류/이미용_저가': 1143179.2446670807}]
11456,[{'식품/생활_고가': 24572421.41583459}],[{'의류/이미용_중가': 5207249.592676805}]
11457,[{'식품/생활_중가': 4914161.683421538}],[{'식품/생활_저가': 1302453.151061992}]
11458,[{'식품/생활_중가': 6800621.380072467}],[{'식품/생활_저가': 4115180.586411884}]
11459,[{'식품/생활_중가': 7979065.080194494}],[{'침구/주방_중가': 4005858.4523614077}]
11460,[{'의류/이미용_중가': 50806212.77525058}],[{'가구인테리어/잡화_고가': 16025411.641579662}]
11462,[{'식품/생활_중가': 6804379.867901914}],[{'의류/이미용_저가': 1338569.0434942218}]
11463,[{'가구인테리어/잡화_고가': 97148020.54988256}],[{'의류/이미용_중가': 30802613.833749533}]
11464,[{'의류/이미용_고가': 4145892.206517892}],[{'가전/레저취미/멀티샵_중가': 2387115.919460082}]
11465,[{'의류/이미용_중가': 6793443.141002849}],[{'식품/생활_중가': 6450206.499552887}]
11466,[{'가구인테리어/잡화_고가': 11832591.728181768}],[{'가전/레저취미/멀티샵_고가': 8917005.733092139}]
11467,[{'의류/이미용_저가': 1665879.5985260871}],[{'식품/생활_중가': 1122759.2079747384}]
11468,[{'의류/이미용_중가': 4061602.9549805447}],[{'의류/이미용_저가': 3641061.968924887}]
11469,[{'의류/이미용_중가': 14395934.587540722}],[{'의류/이미용_고가': 7820018.474545363}]
11470,[{'의류/이미용_중가': 8167685.502196871}],[{'의류/이미용_고가': 5848744.765218257}]
11471,[{'식품/생활_중가': 3929558.373334742}],[{'식품/생활_고가': 2640715.73742581}]
11472,[{'의류/이미용_중가': 26479372.933730066}],[{'의류/이미용_고가': 8873002.388487402}]
11473,[{'의류/이미용_중가': 11081465.55282905}],[{'가전/레저취미/멀티샵_중가': 9673086.323153133}]
11474,[{'의류/이미용_중가': 10019058.16742231}],[{'식품/생활_중가': 5060886.916664196}]
11475,[{'식품/생활_중가': 3781900.2287272117}],[{'식품/생활_저가': 949316.3431065578}]
11476,[{'식품/생활_중가': 10913248.11262786}],[{'가전/레저취미/멀티샵_중가': 3251346.728459567}]
11477,[{'의류/이미용_중가': 17821261.51783574}],[{'의류/이미용_고가': 4589760.964518414}]
11478,[{'의류/이미용_중가': 8041817.250759621}],[{'식품/생활_고가': 3629913.326484217}]
11479,[{'식품/생활_중가': 5648017.404077799}],[{'식품/생활_저가': 1701793.7606962975}]
11480,[{'식품/생활_중가': 6155491.940636084}],[{'식품/생활_고가': 2647872.503502069}]
11481,[{'식품/생활_중가': 8194812.619017389}],[{'식품/생활_저가': 4081290.8498059716}]
11482,[{'의류/이미용_중가': 10479497.50445662}],[{'식품/생활_중가': 4383868.892294616}]
11483,[{'식품/생활_중가': 6176441.538790764}],[{'침구/주방_고가': 4329807.903838181}]
11484,[{'식품/생활_중가': 7682984.100242516}],[{'식품/생활_저가': 3087643.4893306633}]
11485,[{'식품/생활_중가': 4724378.496826093}],[{'식품/생활_저가': 3990289.0379310376}]
11486,[{'의류/이미용_중가': 2681148.9123857073}],[{'식품/생활_중가': 2527629.032750401}]
11487,[{'식품/생활_중가': 3992237.727211811}],[{'식품/생활_고가': 1044267.0219344717}]
11488,[{'가구인테리어/잡화_고가': 46208374.953061044}],[{'의류/이미용_중가': 12141058.45808959}]
11489,[{'식품/생활_중가': 13228925.411105487}],[{'식품/생활_고가': 2493713.1279054335}]
11490,[{'식품/생활_중가': 8079751.211541565}],[{'의류/이미용_중가': 5533496.103539839}]
11491,[{'식품/생활_중가': 3383282.7891558004}],[{'식품/생활_고가': 1665300.7265137942}]
11492,[{'의류/이미용_중가': 28615509.80233229}],[{'가구인테리어/잡화_고가': 15979187.242213516}]
11493,[{'의류/이미용_중가': 27446985.44602767}],[{'가구인테리어/잡화_고가': 25431680.57887746}]
11494,[{'가구인테리어/잡화_고가': 18732011.234730296}],[{'의류/이미용_고가': 13761015.87531653}]
11495,[{'식품/생활_중가': 9227150.347868374}],[{'의류/이미용_저가': 594287.0033266111}]
11496,[{'식품/생활_중가': 4209840.147519287}],[{'식품/생활_저가': 2232079.307517834}]
11497,[{'식품/생활_중가': 3030676.215221782}],[{'식품/생활_저가': 1998862.4332485178}]
11498,[{'가전/레저취미/멀티샵_고가': 52914106.94163359}],[{'의류/이미용_중가': 19624229.416641314}]
11499,[{'의류/이미용_고가': 14782816.852970183}],[{'가전/레저취미/멀티샵_고가': 13551754.762858558}]
11500,[{'식품/생활_중가': 5387843.7528784145}],[{'식품/생활_저가': 1104297.3486172566}]
11501,[{'의류/이미용_중가': 9890282.295447508}],[{'교육문화/아동_중가': 2877985.430958144}]
11502,[{'식품/생활_중가': 3290387.1936051715}],[{'의류/이미용_저가': 1244267.1369146924}]
11503,[{'의류/이미용_중가': 13869462.308410987}],[{'식품/생활_중가': 7274655.877525382}]
11504,[{'의류/이미용_고가': 4554600.418869742}],[{'식품/생활_중가': 3422199.528733608}]
11505,[{'식품/생활_중가': 6033491.030187188}],[{'의류/이미용_저가': 3766682.0401051827}]
11506,[{'가전/레저취미/멀티샵_고가': 15286397.785664883}],[{'식품/생활_중가': 4151162.7917543184}]
11507,[{'식품/생활_중가': 5268953.462438589}],[{'식품/생활_고가': 1959125.7372885165}]
11508,[{'식품/생활_중가': 5541416.44064832}],[{'식품/생활_저가': 2088427.7619627404}]
11509,[{'식품/생활_중가': 4801997.342755595}],[{'식품/생활_고가': 2631363.684256893}]
11510,[{'식품/생활_중가': 3261295.9211040772}],[{'식품/생활_저가': 1278602.7825343497}]
11511,[{'식품/생활_중가': 3969808.4032131406}],[{'식품/생활_저가': 1694537.641707177}]
11512,[{'식품/생활_중가': 7567625.274164841}],[{'식품/생활_저가': 3343851.213250437}]
11513,[{'식품/생활_중가': 5926692.020970559}],[{'의류/이미용_저가': 1089876.254600932}]
11514,[{'식품/생활_저가': 2653127.902025976}],[{'식품/생활_중가': 2094216.553181203}]
