CUSTNO,Count_전체 분기 중요 카테고리 top_1,Count_전체 분기 중요 카테고리 top_2
6924,[{'Frequency_식품/생활_중가': 272.7563714623173}],[{'Frequency_의류/이미용_고가': 53.05470648159571}]
6925,[{'Frequency_식품/생활_중가': 378.09314876623574}],[{'Frequency_의류/이미용_고가': 120.29289078217519}]
6926,[{'Frequency_식품/생활_중가': 1332.1687279666874}],[{'Frequency_식품/생활_저가': 821.9559825441993}]
6927,[{'Frequency_식품/생활_중가': 1293.0011499465543}],[{'Frequency_식품/생활_저가': 750.8097576180156}]
6928,[{'Frequency_식품/생활_중가': 1093.594360907195}],[{'Frequency_식품/생활_저가': 680.9522219655274}]
6929,[{'Frequency_식품/생활_저가': 1421.277979089433}],[{'Frequency_식품/생활_중가': 999.5724861521534}]
6930,[{'Frequency_식품/생활_중가': 657.3654852061422}],[{'Frequency_식품/생활_저가': 265.98533243716753}]
6931,[{'Frequency_식품/생활_중가': 608.2762299627295}],[{'Frequency_식품/생활_고가': 200.6302775324913}]
6932,[{'Frequency_식품/생활_중가': 811.6230382337188}],[{'Frequency_식품/생활_고가': 209.18097170655426}]
6933,[{'Frequency_식품/생활_중가': 1048.377390684103}],[{'Frequency_식품/생활_저가': 636.0554288565506}]
6934,[{'Frequency_식품/생활_저가': 1555.54866416428}],[{'Frequency_식품/생활_중가': 1179.7028203546784}]
6935,[{'Frequency_식품/생활_중가': 100.05957353998728}],[{'Frequency_식품/생활_저가': 88.1661269241007}]
6936,[{'Frequency_식품/생활_중가': 514.2601086559076}],[{'Frequency_의류/이미용_저가': 241.29619576550982}]
6937,[{'Frequency_식품/생활_중가': 490.60397088428317}],[{'Frequency_교육문화/아동_중가': 114.31597510918103}]
6938,[{'Frequency_식품/생활_중가': 400.58098026639664}],[{'Frequency_교육문화/아동_중가': 75.39094617480015}]
6939,[{'Frequency_식품/생활_중가': 631.5791136165874}],[{'Frequency_식품/생활_고가': 184.47946686810306}]
6940,[{'Frequency_식품/생활_중가': 1356.784535938427}],[{'Frequency_식품/생활_저가': 563.0629568975572}]
6941,[{'Frequency_식품/생활_중가': 302.85919239683165}],[{'Frequency_식품/생활_저가': 125.88523578859933}]
6942,[{'Frequency_식품/생활_중가': 976.2886206673438}],[{'Frequency_식품/생활_저가': 509.59674614482}]
6943,[{'Frequency_식품/생활_중가': 415.18994167464524}],[{'Frequency_식품/생활_저가': 173.3169456091252}]
6944,[{'Frequency_식품/생활_저가': 1122.6810347130581}],[{'Frequency_식품/생활_중가': 870.843431856625}]
6945,[{'Frequency_식품/생활_중가': 1002.717000729745}],[{'Frequency_식품/생활_저가': 478.1460073935155}]
6946,[{'Frequency_식품/생활_중가': 1480.3173758606001}],[{'Frequency_식품/생활_저가': 416.0537902619394}]
6947,[{'Frequency_식품/생활_중가': 473.9252531545381}],[{'Frequency_의류/이미용_고가': 117.64144112785064}]
6948,[{'Frequency_식품/생활_중가': 355.95080474713956}],[{'Frequency_식품/생활_고가': 119.48346643445257}]
6949,[{'Frequency_식품/생활_저가': 1474.5114042052846}],[{'Frequency_식품/생활_중가': 1455.713828999909}]
6950,[{'Frequency_식품/생활_중가': 309.7058487997958}],[{'Frequency_의류/이미용_중가': 118.1199741349039}]
6951,[{'Frequency_식품/생활_저가': 619.7648796900747}],[{'Frequency_식품/생활_중가': 537.773210085513}]
6952,[{'Frequency_식품/생활_중가': 980.2730460317144}],[{'Frequency_식품/생활_저가': 496.9879541528561}]
6953,[{'Frequency_식품/생활_중가': 1127.5667766681572}],[{'Frequency_식품/생활_저가': 630.411967126872}]
6954,[{'Frequency_식품/생활_중가': 312.7210408462762}],[{'Frequency_식품/생활_고가': 72.010911679491}]
6955,[{'Frequency_식품/생활_중가': 935.7606541275601}],[{'Frequency_식품/생활_저가': 344.91400676167353}]
6956,[{'Frequency_식품/생활_저가': 1204.9658973135838}],[{'Frequency_식품/생활_중가': 962.4313246724973}]
6957,[{'Frequency_식품/생활_중가': 1499.4102002971554}],[{'Frequency_식품/생활_저가': 1152.710699330164}]
6958,[{'Frequency_식품/생활_중가': 585.4461341323301}],[{'Frequency_식품/생활_고가': 114.01547695393491}]
6959,[{'Frequency_식품/생활_중가': 1194.7568405129368}],[{'Frequency_식품/생활_저가': 472.19313942807247}]
6960,[{'Frequency_식품/생활_중가': 1150.457629641599}],[{'Frequency_식품/생활_저가': 761.0527907719293}]
6961,[{'Frequency_식품/생활_중가': 433.9352541958407}],[{'Frequency_식품/생활_고가': 104.16629739253594}]
6962,[{'Frequency_식품/생활_중가': 520.9179387614284}],[{'Frequency_식품/생활_저가': 124.94723910619078}]
6963,[{'Frequency_식품/생활_중가': 710.1295463681562}],[{'Frequency_식품/생활_저가': 220.841589620899}]
6964,[{'Frequency_식품/생활_저가': 2039.1490191266303}],[{'Frequency_식품/생활_중가': 1877.1147634280246}]
6965,[{'Frequency_식품/생활_중가': 473.58946583253186}],[{'Frequency_식품/생활_고가': 139.9568876480013}]
6966,[{'Frequency_식품/생활_저가': 1080.4292684995846}],[{'Frequency_식품/생활_중가': 998.4362206144626}]
6967,[{'Frequency_식품/생활_중가': 920.3999834346803}],[{'Frequency_식품/생활_고가': 324.1373115945222}]
6968,[{'Frequency_식품/생활_저가': 2373.2420889422147}],[{'Frequency_식품/생활_중가': 1507.1117989407787}]
6969,[{'Frequency_식품/생활_중가': 1088.866241654994}],[{'Frequency_식품/생활_저가': 944.3598211700186}]
6970,[{'Frequency_식품/생활_중가': 492.81332693871803}],[{'Frequency_식품/생활_고가': 148.95252162850113}]
6971,[{'Frequency_식품/생활_중가': 1059.6734096829616}],[{'Frequency_식품/생활_저가': 428.4730932736536}]
6972,[{'Frequency_식품/생활_저가': 1185.337261916339}],[{'Frequency_식품/생활_중가': 1030.9042615280966}]
6973,[{'Frequency_식품/생활_저가': 1069.5320578328}],[{'Frequency_식품/생활_중가': 934.5311149268912}]
6974,[{'Frequency_식품/생활_중가': 262.25145938584427}],[{'Frequency_식품/생활_저가': 56.64361156265771}]
6975,[{'Frequency_식품/생활_중가': 992.2644487246359}],[{'Frequency_식품/생활_저가': 905.4493506369122}]
6976,[{'Frequency_식품/생활_중가': 339.71160501288455}],[{'Frequency_식품/생활_고가': 119.89616474450179}]
6977,[{'Frequency_식품/생활_중가': 431.94539319616905}],[{'Frequency_교육문화/아동_중가': 80.19051060743449}]
6978,[{'Frequency_식품/생활_중가': 1457.8842976359308}],[{'Frequency_식품/생활_저가': 1404.4649715546675}]
6979,[{'Frequency_식품/생활_중가': 209.26107353330428}],[{'Frequency_의류/이미용_중가': 124.44864700218824}]
6980,[{'Frequency_식품/생활_중가': 1557.0126328820604}],[{'Frequency_식품/생활_저가': 810.5538664393266}]
6981,[{'Frequency_식품/생활_중가': 233.49494784208233}],[{'Frequency_의류/이미용_고가': 76.6526724334103}]
6982,[{'Frequency_식품/생활_저가': 1135.5886386153834}],[{'Frequency_식품/생활_중가': 1071.4994093097803}]
6983,[{'Frequency_식품/생활_중가': 984.483316233036}],[{'Frequency_식품/생활_저가': 578.2509116614283}]
6984,[{'Frequency_식품/생활_중가': 1496.9276830396639}],[{'Frequency_식품/생활_저가': 641.6774204238416}]
6985,[{'Frequency_식품/생활_중가': 228.16805989752143}],[{'Frequency_교육문화/아동_중가': 134.28461067020083}]
6986,[{'Frequency_식품/생활_중가': 971.242777205537}],[{'Frequency_식품/생활_저가': 827.9546132326012}]
6987,[{'Frequency_식품/생활_중가': 533.6077748002954}],[{'Frequency_식품/생활_저가': 85.42314847802973}]
6988,[{'Frequency_식품/생활_중가': 305.293277502759}],[{'Frequency_의류/이미용_저가': 152.47063826048344}]
6989,[{'Frequency_식품/생활_중가': 975.3512415443257}],[{'Frequency_식품/생활_저가': 584.1174419609555}]
6990,[{'Frequency_식품/생활_중가': 1266.762892602635}],[{'Frequency_식품/생활_저가': 1034.6951461556355}]
6991,[{'Frequency_식품/생활_저가': 1622.8430373685194}],[{'Frequency_식품/생활_중가': 1135.1839539940265}]
6992,[{'Frequency_식품/생활_중가': 922.2242941330036}],[{'Frequency_식품/생활_저가': 265.9699709852988}]
6993,[{'Frequency_식품/생활_중가': 448.5484457141064}],[{'Frequency_식품/생활_저가': 124.49151515518169}]
6994,[{'Frequency_식품/생활_중가': 706.0499515598758}],[{'Frequency_식품/생활_저가': 649.1275920220828}]
6995,[{'Frequency_식품/생활_중가': 313.7426529263122}],[{'Frequency_의류/이미용_중가': 69.17207879936583}]
6996,[{'Frequency_식품/생활_중가': 1393.5917376522332}],[{'Frequency_식품/생활_저가': 485.2924912667826}]
6997,[{'Frequency_식품/생활_중가': 362.4823953705112}],[{'Frequency_의류/이미용_중가': 163.02983711218278}]
6998,[{'Frequency_식품/생활_중가': 812.0569209688872}],[{'Frequency_식품/생활_저가': 174.25166658167132}]
6999,[{'Frequency_식품/생활_중가': 572.8794005876858}],[{'Frequency_식품/생활_저가': 186.8235602968064}]
7000,[{'Frequency_식품/생활_중가': 1375.5283790224742}],[{'Frequency_식품/생활_저가': 1320.3898217780934}]
7001,[{'Frequency_식품/생활_중가': 302.38168932746}],[{'Frequency_식품/생활_고가': 73.60625816593043}]
7002,[{'Frequency_식품/생활_중가': 1435.6498558444175}],[{'Frequency_식품/생활_저가': 746.2982847427235}]
7003,[{'Frequency_식품/생활_중가': 1113.3634072115885}],[{'Frequency_식품/생활_저가': 510.54281700822634}]
7004,[{'Frequency_식품/생활_저가': 744.3805144814052}],[{'Frequency_식품/생활_중가': 606.852426582595}]
7005,[{'Frequency_식품/생활_저가': 1616.5060145317461}],[{'Frequency_식품/생활_중가': 1494.092010363847}]
7006,[{'Frequency_식품/생활_중가': 849.5627369584788}],[{'Frequency_식품/생활_저가': 338.88209051881284}]
7007,[{'Frequency_식품/생활_중가': 260.36533120497705}],[{'Frequency_식품/생활_고가': 138.5107638211861}]
7008,[{'Frequency_식품/생활_중가': 657.9888168570033}],[{'Frequency_식품/생활_고가': 81.96527275257587}]
7009,[{'Frequency_식품/생활_중가': 1081.1680419413733}],[{'Frequency_식품/생활_저가': 703.3797549535013}]
7010,[{'Frequency_식품/생활_중가': 320.7832172202125}],[{'Frequency_식품/생활_고가': 64.63724493886339}]
7011,[{'Frequency_식품/생활_중가': 433.7095806501665}],[{'Frequency_식품/생활_저가': 150.77783231319867}]
7012,[{'Frequency_식품/생활_중가': 274.12797813130715}],[{'Frequency_식품/생활_저가': 66.72918320011841}]
7013,[{'Frequency_식품/생활_중가': 800.2044873593414}],[{'Frequency_식품/생활_저가': 570.0149558511954}]
7014,[{'Frequency_식품/생활_저가': 2038.0307445137742}],[{'Frequency_식품/생활_중가': 1678.2364399866685}]
7015,[{'Frequency_식품/생활_저가': 2178.1258709676645}],[{'Frequency_식품/생활_중가': 1391.8033029061892}]
7016,[{'Frequency_식품/생활_중가': 491.95120942459147}],[{'Frequency_의류/이미용_저가': 261.4058880863429}]
7017,[{'Frequency_식품/생활_중가': 314.18282258739777}],[{'Frequency_의류/이미용_중가': 84.75585271224548}]
7018,[{'Frequency_식품/생활_중가': 230.22797074355125}],[{'Frequency_의류/이미용_중가': 89.00515259622891}]
7019,[{'Frequency_식품/생활_중가': 472.852658130255}],[{'Frequency_식품/생활_고가': 86.48047426388975}]
7020,[{'Frequency_식품/생활_저가': 1602.3027514716348}],[{'Frequency_식품/생활_중가': 873.1846358485059}]
7021,[{'Frequency_식품/생활_중가': 548.6351095669918}],[{'Frequency_식품/생활_저가': 275.9782205286938}]
7022,[{'Frequency_식품/생활_중가': 312.9597898454672}],[{'Frequency_교육문화/아동_중가': 76.40970617470859}]
7023,[{'Frequency_식품/생활_저가': 625.9595773965132}],[{'Frequency_식품/생활_중가': 525.1285438234021}]
7024,[{'Frequency_식품/생활_중가': 476.651364923176}],[{'Frequency_식품/생활_고가': 97.46213201447047}]
7025,[{'Frequency_식품/생활_중가': 728.1080826138276}],[{'Frequency_식품/생활_고가': 148.55647415387014}]
7026,[{'Frequency_식품/생활_중가': 1342.9502955089224}],[{'Frequency_식품/생활_저가': 652.4121552948864}]
7027,[{'Frequency_식품/생활_중가': 1075.6644176334698}],[{'Frequency_식품/생활_저가': 354.3353603512749}]
7028,[{'Frequency_식품/생활_중가': 327.3520198148174}],[{'Frequency_식품/생활_고가': 55.823554540748646}]
7029,[{'Frequency_식품/생활_중가': 811.9427959006124}],[{'Frequency_식품/생활_저가': 391.6912555088629}]
7030,[{'Frequency_식품/생활_중가': 659.8356506671305}],[{'Frequency_식품/생활_고가': 194.30775844457835}]
7031,[{'Frequency_식품/생활_중가': 322.06076078401594}],[{'Frequency_의류/이미용_중가': 24.24338447386548}]
7032,[{'Frequency_식품/생활_중가': 1197.2663509114604}],[{'Frequency_식품/생활_저가': 402.35462703601394}]
7033,[{'Frequency_식품/생활_저가': 1289.867418359468}],[{'Frequency_식품/생활_중가': 999.5754888895534}]
7034,[{'Frequency_식품/생활_중가': 1321.5879620115127}],[{'Frequency_식품/생활_저가': 711.8223035913345}]
7035,[{'Frequency_식품/생활_중가': 655.1176377286388}],[{'Frequency_식품/생활_저가': 161.48339127693}]
7036,[{'Frequency_식품/생활_중가': 469.25741593930866}],[{'Frequency_의류/이미용_중가': 81.59822491739297}]
7037,[{'Frequency_식품/생활_중가': 317.22633638355074}],[{'Frequency_의류/이미용_중가': 64.71318870383942}]
7038,[{'Frequency_식품/생활_중가': 819.3336086318825}],[{'Frequency_식품/생활_저가': 773.944926652327}]
7039,[{'Frequency_식품/생활_중가': 289.28466355255875}],[{'Frequency_의류/이미용_중가': 159.82254013100618}]
7040,[{'Frequency_식품/생활_중가': 292.88820756215523}],[{'Frequency_교육문화/아동_중가': 167.64712564278557}]
7041,[{'Frequency_식품/생활_중가': 287.8378119203949}],[{'Frequency_의류/이미용_중가': 89.31289748314902}]
7042,[{'Frequency_식품/생활_중가': 898.3467178048834}],[{'Frequency_식품/생활_저가': 816.7571918523561}]
7043,[{'Frequency_식품/생활_중가': 803.1979019912241}],[{'Frequency_식품/생활_저가': 491.4151492703037}]
7044,[{'Frequency_식품/생활_중가': 672.0326809879377}],[{'Frequency_식품/생활_저가': 245.19747733960827}]
7045,[{'Frequency_식품/생활_저가': 1406.1519027601869}],[{'Frequency_식품/생활_중가': 810.7034172193693}]
7046,[{'Frequency_식품/생활_중가': 355.9315610590202}],[{'Frequency_의류/이미용_중가': 93.18562862835785}]
7047,[{'Frequency_식품/생활_저가': 1967.9444765457}],[{'Frequency_식품/생활_중가': 1421.5521411092632}]
7048,[{'Frequency_식품/생활_중가': 401.87480011741843}],[{'Frequency_식품/생활_저가': 101.18939429125896}]
7049,[{'Frequency_식품/생활_중가': 611.7176099050912}],[{'Frequency_식품/생활_저가': 324.12602914674784}]
7050,[{'Frequency_식품/생활_중가': 1370.5732726370989}],[{'Frequency_식품/생활_저가': 643.6780179533584}]
7051,[{'Frequency_식품/생활_중가': 446.97397422352213}],[{'Frequency_식품/생활_저가': 220.2690605409013}]
7052,[{'Frequency_식품/생활_중가': 383.69663053845056}],[{'Frequency_식품/생활_고가': 110.40553914631717}]
7053,[{'Frequency_식품/생활_중가': 362.163851470515}],[{'Frequency_의류/이미용_중가': 55.781451307935065}]
7054,[{'Frequency_식품/생활_중가': 649.7458015592366}],[{'Frequency_식품/생활_저가': 383.9002895635913}]
7055,[{'Frequency_식품/생활_중가': 1540.885918608816}],[{'Frequency_식품/생활_저가': 1498.4627495614748}]
7056,[{'Frequency_식품/생활_중가': 543.8799104554594}],[{'Frequency_식품/생활_고가': 78.90809975279753}]
7057,[{'Frequency_식품/생활_중가': 500.5288163678309}],[{'Frequency_의류/이미용_중가': 112.7585283406212}]
7058,[{'Frequency_식품/생활_중가': 337.6207788744311}],[{'Frequency_식품/생활_저가': 124.69160147212392}]
7059,[{'Frequency_식품/생활_중가': 1224.391039967909}],[{'Frequency_식품/생활_저가': 393.84510853686993}]
7060,[{'Frequency_식품/생활_중가': 290.6616503323623}],[{'Frequency_의류/이미용_중가': 83.47402506243613}]
7061,[{'Frequency_식품/생활_저가': 1149.3091489363842}],[{'Frequency_식품/생활_중가': 878.9667546560537}]
7062,[{'Frequency_식품/생활_중가': 679.743057857374}],[{'Frequency_식품/생활_저가': 654.5891690167032}]
7063,[{'Frequency_식품/생활_중가': 603.411561830308}],[{'Frequency_의류/이미용_중가': 146.29835832523895}]
7064,[{'Frequency_식품/생활_중가': 464.56672612877037}],[{'Frequency_식품/생활_저가': 81.83027210472284}]
7065,[{'Frequency_식품/생활_저가': 1183.0928988143878}],[{'Frequency_식품/생활_중가': 852.0785143880476}]
